Step;Has Improved;Current fitness;Current improvement;Best Solution;Best Fitness;Best Improvement;Current Temperature
67;0;265066;0;{8,10,1,3,6,5,7,9,4,2,11,12};255230;0;3217,22588561306
68;-1;261916;1,1884;{8,10,1,3,6,5,7,9,4,2,11,12};255230;0;3056,36459133241
69;-1;252296;3,6729;{4,12,6,1,5,10,2,7,11,9,3,8};252296;1,1496;2903,54636176579
70;-1;249440;1,132;{4,12,6,1,5,10,2,11,7,9,3,8};249186;1,2327;2758,3690436775
71;-1;247914;0,6118;{4,12,11,1,5,10,2,6,7,9,3,8};247914;0,5105;2620,45059149362
72;-1;246326;0,6405;{4,5,11,3,12,10,2,6,7,9,1,8};246326;0,6405;2489,42806191894
73;-1;239912;2,6039;{4,2,11,3,5,10,12,6,7,9,1,8};239912;2,6039;2364,95665882299
74;0;239912;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2246,70882588184
75;0;239912;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2134,37338458775
76;0;239912;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2027,65471535836
77;0;239912;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1926,27197959045
78;1;243568;-1,5239;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1829,95838061092
79;0;243568;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1738,46046158038
80;-1;239912;1,501;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1651,53743850136
81;0;239912;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1568,96056657629
82;1;243322;-1,4214;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1490,51253824748
83;0;243322;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1415,9869113351
84;1;245230;-0,7841;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1345,18756576835
85;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1277,92818747993
86;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1214,03177810593
87;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1153,33018920064
88;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1095,6636797406
89;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1040,88049575357
90;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;988,836470965895
91;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;939,3946474176
92;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;892,42491504672
93;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;847,803669294384
94;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;805,413485829665
95;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;765,142811538182
96;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;726,885670961273
97;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;690,541387413209
98;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;656,014318042548
99;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;623,213602140421
100;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;592,0529220334
101;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;562,45027593173
102;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;534,327762135143
103;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;507,611374028386
104;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;482,230805326967
105;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;458,119265060618
106;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;435,213301807587
107;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;413,452636717208
108;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;392,780004881348
109;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;373,14100463728
110;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;354,483954405416
111;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;336,759756685145
112;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;319,921768850888
113;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;303,925680408344
114;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;288,729396387926
115;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;274,29292656853
116;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;260,578280240104
117;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;247,549366228098
118;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;235,171897916694
119;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;223,413303020859
120;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;212,242637869816
121;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;201,630505976325
122;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;191,548980677509
123;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;181,971531643633
124;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;172,872955061452
125;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;164,229307308379
126;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;156,01784194296
127;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;148,216949845812
128;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;140,806102353522
129;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;133,765797235845
130;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;127,077507374053
131;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;120,72363200535
132;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;114,687450405083
133;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;108,953077884829
134;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;103,505423990587
135;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;98,330152791058
136;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;93,4136451515051
137;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;88,7429628939298
138;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;84,3058147492333
139;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;80,0905240117717
140;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;76,0859978111831
141;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;72,2816979206239
142;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;68,6676130245927
143;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;65,2342323733631
144;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;61,9725207546949
145;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;58,8738947169602
146;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;55,9301999811122
147;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;53,1336899820566
148;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;50,4770054829537
149;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;47,953155208806
150;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;45,5554974483657
151;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;43,2777225759474
152;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;41,1138364471501
153;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;39,0581446247926
154;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;37,1052373935529
155;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;35,2499755238753
156;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;33,4874767476815
157;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;31,8131029102974
158;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;30,2224477647826
159;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;28,7113253765434
160;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;27,2757591077163
161;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;25,9119711523305
162;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;24,6163725947139
163;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;23,3855539649782
164;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;22,2162762667293
165;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;21,1054624533929
166;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;20,0501893307232
167;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;19,0476798641871
168;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;18,0952958709777
169;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;17,1905310774288
170;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;16,3310045235574
171;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;15,5144542973795
172;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;14,7387315825105
173;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;14,001795003385
174;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;13,3017052532158
175;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;12,636619990555
176;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;12,0047889910272
177;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;11,4045495414759
178;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;10,8343220644021
179;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;10,292605961182
180;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;9,77797566312286
181;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;9,28907687996671
182;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;8,82462303596838
183;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;8,38339188416996
184;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;7,96422228996146
185;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;7,56601117546339
186;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;7,18771061669022
187;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;6,82832508585571
188;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;6,48690883156292
189;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;6,16256338998477
190;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;5,85443522048554
191;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;5,56171345946126
192;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;5,2836277864882
193;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;5,01944639716379
194;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;4,7684740773056
195;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;4,53005037344032
196;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;4,3035478547683
197;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;4,08837046202988
198;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;3,88395193892839
199;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;3,68975434198197
200;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;3,50526662488287
201;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;3,33000329363873
202;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;3,16350312895679
203;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;3,00532797250895
204;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2,8550615738835
205;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2,71230849518933
206;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2,57669307042986
207;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2,44785841690837
208;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2,32546549606295
209;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2,2091922212598
210;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;2,09873261019681
211;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,99379597968697
212;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,89410618070262
213;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,79940087166749
214;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,70943082808412
215;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,62395928667991
216;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,54276132234592
217;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,46562325622862
218;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,39234209341719
219;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,32272498874633
220;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,25658873930901
221;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,19375930234356
222;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,13407133722638
223;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,07736777036506
224;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;1,02349938184681
225;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,97232441275447
226;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,923708192116747
227;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,877522782510909
228;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,833646643385364
229;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,791964311216096
230;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,752366095655291
231;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,714747790872526
232;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,6790104013289
233;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,645059881262455
234;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,612806887199332
235;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,582166542839365
236;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,553058215697397
237;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,525405304912527
238;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,499135039666901
239;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,474178287683556
240;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,450469373299378
241;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,427945904634409
242;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,406548609402689
243;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,386221178932554
244;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,366910119985926
245;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,34856461398663
246;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,331136383287299
247;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,314579564122934
248;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,298850585916787
249;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,283908056620948
250;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,2697126537899
251;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,256227021100405
252;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,243415670045385
253;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,231244886543116
254;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,21968264221596
255;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,208698510105162
256;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,198263584599904
257;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,188350405369909
258;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,178932885101413
259;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,169986240846342
260;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,161486928804025
261;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,153412582363824
262;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,145741953245633
263;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,138454855583351
264;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,131532112804184
265;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,124955507163974
266;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,118707731805776
267;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,112772345215487
268;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,107133727954713
269;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,101777041556977
270;0;245230;0;{4,2,11,3,5,10,12,6,7,9,1,8};239912;0;0,0966881894791281
