Step;Average Fitness;Diversity;Improvement;Best;Best Fitness;Best Improvement
82;272198;30;-0,0015;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
83;272644;30;-0,1639;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
84;273004;30;-0,132;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
85;272604;30;0,1465;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
86;271111;30;0,5477;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
87;271809;30;-0,2575;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
88;274883;30;-1,1309;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
89;273028;30;0,6748;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
90;276604;30;-1,3098;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
91;273185;30;1,2361;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
92;271937;30;0,4568;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
93;274881;35;-1,0826;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
94;271823;30;1,1125;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
95;273919;30;-0,7711;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
96;271242;30;0,9773;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
97;273109;30;-0,6883;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
98;271920;30;0,4354;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
99;269042;30;1,0584;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
100;273136;30;-1,5217;{6,2,7,4,5,8,1,12,11,10,9,3};259154;0
